InvoiceNo,CustomerID,Date,ProductCategory,Quantity,UnitPrice,DiscountApplied,ReviewRating,IsFirstPurchase,MarketingChannel,Country,TimeOnSite,ShippingCost,ItemsInCart,PreviousSpending,BrowsingSessions,TotalAmount,,,,,,
INV107200,CUST1677,6/7/2023,Sports,12,61.27,27.7,3,0,Ads,USA,531.1,3.79,12,223.35,3,535.37,,,,,,
INV108214,CUST1468,6/7/2023,Clothing,11,48.75,51.5,4,0,Social,USA,240.9,7.55,11,527.95,6,267.63,,,,,,
INV107269,CUST1741,6/7/2023,Home,9,39.71,0,4,0,Organic,UK,204.3,10.85,9,499.15,4,368.24,,,,,,
INV102873,CUST1997,6/8/2023,Clothing,12,28.94,0,,0,nan,USA,392.5,14.31,13,369.49,1,361.59,,,,,,
INV104476,CUST1851,6/8/2023,Home,5,46.17,9,2,1,nan,France,278.8,13.23,5,0,5,223.3,,,,,,
INV106111,CUST1411,6/8/2023,Home,9,80.47,53.2,2,0,Referral,USA,325,3.33,11,301.21,3,342.27,,,,,,
INV105000,CUST1218,6/8/2023,Home,7,44.45,0,3,0,Organic,Australia,217.9,6.79,7,258.77,1,317.94,,,,,,
INV104878,CUST1402,6/8/2023,Clothing,5,33.35,0,,1,Email,USA,399.1,10.89,5,0,2,177.64,,,,,,
INV103724,CUST1063,6/8/2023,Clothing,8,29.76,0,,1,Email,Germany,421.6,15.78,9,0,2,253.86,,,,,,
INV104408,CUST1971,6/8/2023,Sports,10,47.91,0,3,0,Organic,UK,527.5,8.16,11,137.4,4,487.26,,,,,,
INV104376,CUST1389,6/8/2023,Clothing,7,27.12,0,,0,Email,UK,162.6,21.26,7,368.97,3,211.1,,,,,,
INV106166,CUST1888,6/8/2023,Clothing,4,32.61,15.3,2,1,Social,UK,245.1,5.1,5,0,3,115.58,,,,,,
INV108443,CUST1290,6/8/2023,Home,7,47.82,0,2,0,Organic,USA,,13.76,9,23.71,4,348.5,,,,,,
INV106053,CUST1569,6/8/2023,Electronics,9,101.74,0,4,0,Ads,USA,282.8,8.18,11,337.11,4,923.84,,,,,,
INV100835,CUST1768,6/8/2023,Beauty,7,20.59,0,4,0,Email,USA,300.9,10.25,8,354.43,1,154.38,,,,,,
INV100639,CUST1821,6/8/2023,Home,8,54.83,29.5,2,0,Email,USA,119.6,23.88,10,336.26,4,333.12,,,,,,
INV102281,CUST1007,6/8/2023,Home,8,41.27,0,3,0,Email,USA,314.9,5.76,10,210.97,4,335.92,,,,,,
INV101769,CUST1762,6/8/2023,Clothing,8,36.54,33.7,2,0,Social,Germany,169.5,6.27,8,402.6,3,200.08,,,,,,
INV104603,CUST1023,6/8/2023,Clothing,9,31.94,0,4,0,Referral,Germany,241.2,20.33,11,300.87,3,307.79,,,,,,
INV106686,CUST1097,6/8/2023,Clothing,6,21.64,0,5,0,Referral,Germany,307.8,6.8,7,198.97,2,136.64,,,,,,
INV101224,CUST1780,6/8/2023,Home,3,51.21,16.3,,1,Ads,France,175.7,11,3,0,5,139.59,,,,,,
INV103479,CUST1791,6/8/2023,Home,7,39.74,7.5,,0,Email,USA,182.2,8.33,8,351.08,2,265.65,,,,,,
INV102819,CUST1475,6/8/2023,Toys,10,16.66,0,4,0,nan,France,257.6,5.49,12,524.81,3,172.09,,,,,,
INV104836,CUST1359,6/8/2023,Home,7,37.44,0,2,1,nan,USA,349,12.94,7,0,3,275.02,,,,,,
INV100660,CUST1358,6/8/2023,Home,9,53.12,0,3,0,Email,Germany,460.4,4.75,12,324.43,3,482.83,,,,,,
INV103875,CUST1239,6/8/2023,Home,9,59.66,25.2,3,0,Referral,UK,253.2,3.07,10,484.01,1,404.7,,,,,,
INV104956,CUST1951,6/8/2023,Electronics,5,80.5,0,4,0,Referral,USA,100.1,12.84,5,298.51,3,415.34,,,,,,
INV102839,CUST1323,6/9/2023,Electronics,8,145.36,51.5,3,0,Ads,UK,331.4,14.95,9,250.8,1,578.95,,,,,,
INV101581,CUST1781,6/9/2023,Clothing,8,22.22,0,3,0,Email,Australia,,11.63,11,272.32,4,189.39,,,,,,
INV102887,CUST1080,6/9/2023,Clothing,5,25.61,0,,0,Email,UK,228.4,0,5,100.39,4,128.05,,,,,,
INV109159,CUST1195,6/9/2023,Toys,7,28.38,39.1,4,0,Email,Germany,302.9,15.98,7,245.43,4,136.96,,,,,,
INV101504,CUST1029,6/9/2023,Electronics,11,182.76,49.6,4,1,Social,USA,660.3,14.97,12,0,6,1028.19,,,,,,
INV104244,CUST1601,6/9/2023,Electronics,5,109.83,26.2,3,0,Ads,USA,247.1,13.9,6,102.11,4,419.17,,,,,,
INV109063,CUST1444,6/9/2023,Clothing,6,23.37,0,5,0,Social,USA,177.5,23.93,7,390.82,4,164.15,,,,,,
INV106556,CUST1516,6/9/2023,Clothing,6,29.91,0,,1,Ads,France,256.6,12.89,7,0,5,192.35,,,,,,
INV102335,CUST1820,6/9/2023,Electronics,8,95.14,33.3,,0,Referral,USA,216.2,17.34,8,296.98,3,525.01,,,,,,
INV109489,CUST1403,6/9/2023,Electronics,10,100.5,17.1,3,0,Social,USA,437.3,17.95,10,101.68,2,851.1,,,,,,
INV107377,CUST1621,6/9/2023,Clothing,6,42.61,16.6,3,1,Referral,Canada,266.1,0,8,0,3,213.22,,,,,,
INV106687,CUST1871,6/9/2023,Sports,7,29.97,0,3,0,Social,France,325.9,10.84,8,158.13,3,220.63,,,,,,
INV107112,CUST1523,6/9/2023,Electronics,10,82.6,23.2,1,0,Email,Canada,259.3,13.52,11,427.76,4,647.89,,,,,,
INV103413,CUST1141,6/9/2023,Electronics,5,102.75,0,3,1,Ads,USA,280.1,17.67,5,0,2,531.42,,,,,,
INV106630,CUST1720,6/9/2023,Home,8,44.22,7.6,3,1,Email,USA,420.4,5.77,10,0,6,332.64,,,,,,
INV108071,CUST1550,6/9/2023,Toys,8,18.17,0,4,0,Email,USA,260.1,7.75,9,328.1,5,153.11,,,,,,
INV108941,CUST1673,6/9/2023,Electronics,7,69.52,14.8,4,0,Email,USA,,6.42,7,331.68,1,421.04,,,,,,
INV108102,CUST1225,6/9/2023,Electronics,9,88.43,0,4,0,Organic,UK,268,11.96,10,447.18,5,807.83,,,,,,
INV106621,CUST1623,6/9/2023,Home,5,92.18,44.8,3,0,Ads,USA,210.7,8.07,5,157.75,3,262.49,,,,,,
INV109383,CUST1121,6/10/2023,Clothing,11,37.35,52.2,3,0,Referral,France,310.7,8.72,11,384.39,1,205.11,,,,,,
INV106887,CUST1785,6/10/2023,Home,6,56.34,51.2,3,0,Social,UK,71.5,3.47,6,527.83,1,168.43,,,,,,
INV103227,CUST1163,6/10/2023,Beauty,9,22.62,14.4,4,0,Ads,France,325,4.63,9,421.12,2,178.89,,,,,,
INV100713,CUST1045,6/10/2023,Home,6,42.46,0,1,0,Referral,Germany,263.5,11.31,7,182.97,6,266.07,,,,,,
INV106234,CUST1395,6/10/2023,Clothing,8,27.33,0,4,0,Organic,USA,363.4,7.56,9,307.61,3,226.2,,,,,,
INV108133,CUST1915,6/10/2023,Home,4,33.99,12.3,4,1,Email,USA,179.6,16.49,4,0,2,135.73,,,,,,
INV106780,CUST1741,6/10/2023,Clothing,9,27.35,0,4,0,Social,France,384.1,14.86,11,438.1,1,261.01,,,,,,
INV100787,CUST1982,6/10/2023,Electronics,6,91.13,16.8,,1,Email,USA,299.2,12.03,7,0,2,466.95,,,,,,
INV109181,CUST1701,6/10/2023,Home,8,47.07,18.2,3,0,Referral,USA,90.3,13.14,8,419.26,1,321.17,,,,,,
INV105804,CUST1243,6/10/2023,Home,6,34.74,0,5,1,Organic,USA,293,10.41,6,0,2,218.85,,,,,,
INV105594,CUST1658,6/10/2023,Home,6,72.55,42.6,4,1,Referral,USA,286.1,11.12,6,0,1,260.98,,,,,,
INV104338,CUST1276,6/10/2023,Clothing,8,47.74,40.8,1,0,Ads,Germany,186.9,10.15,9,326.65,2,236.25,,,,,,
INV106344,CUST1671,6/10/2023,Electronics,27,164.08,0,3,0,Organic,UK,320.5,8.25,11,326.89,2,4438.41,,,,,,
INV100360,CUST1745,6/10/2023,Beauty,14,30.38,0,3,0,nan,USA,602,11.35,17,337,1,436.67,,,,,,
INV107887,CUST1418,6/10/2023,Clothing,6,45.34,34.1,4,1,Email,France,419.1,10.69,8,0,3,189.96,,,,,,
INV101898,CUST1843,6/10/2023,Clothing,6,28.4,0,,0,Email,Australia,69.1,13.73,8,275.72,1,184.13,,,,,,
INV108728,CUST1364,6/10/2023,Beauty,8,25.92,12.3,1,0,Organic,UK,366.6,12.2,8,240.75,3,194.05,,,,,,
INV103957,CUST1137,6/10/2023,Electronics,7,74.21,0,5,0,Referral,USA,241.4,9.27,8,206.5,4,528.74,,,,,,
INV109086,CUST1552,6/10/2023,Home,9,50.09,0,3,0,nan,Australia,331.5,18.64,13,293.97,4,469.45,,,,,,
INV103435,CUST1697,6/10/2023,Home,8,41.36,0,4,1,Organic,Germany,422.5,18.96,11,0,3,349.84,,,,,,
INV107767,CUST1146,6/10/2023,Home,9,42.57,12.2,5,1,Organic,USA,425.2,12.51,10,0,5,348.9,,,,,,
INV104006,CUST1764,6/10/2023,Home,6,39.93,20.5,1,0,Organic,USA,36.9,11.07,7,361.21,2,201.54,,,,,,
INV106602,CUST1276,6/10/2023,Clothing,10,28.22,24.2,5,0,Email,USA,314.3,16.76,11,433.49,3,230.67,,,,,,
INV105755,CUST1991,6/10/2023,Sports,5,53.07,30.4,2,1,Organic,USA,240.1,17.63,5,0,6,202.31,,,,,,
INV105475,CUST1721,6/10/2023,Home,4,47.13,30.7,2,1,Email,France,178.4,3.61,6,0,4,134.25,,,,,,
INV105398,CUST1943,6/10/2023,Electronics,8,113.1,13.8,4,0,Organic,USA,119.3,14.54,8,390.3,5,794.48,,,,,,
INV104011,CUST1712,6/10/2023,Sports,5,53.53,51.5,2,1,Organic,UK,275.7,18.95,6,0,1,148.76,,,,,,
INV106916,CUST1168,6/10/2023,Toys,8,21.15,0,2,1,Referral,USA,340.8,12.65,10,0,1,181.85,,,,,,
INV107820,CUST1617,6/10/2023,Clothing,5,41.77,41.5,3,1,Email,UK,268.7,10.51,5,0,2,132.69,,,,,,
INV102416,CUST1069,6/10/2023,Sports,9,32.15,0,,0,Ads,UK,470.5,12,9,239.07,1,301.35,,,,,,
INV106323,CUST1667,6/11/2023,Home,3,31.04,18.5,4,1,Referral,Germany,31.8,17.3,4,0,1,93.19,,,,,,
INV104894,CUST1412,6/11/2023,Clothing,7,18.65,0,4,0,Ads,UK,271.8,5.24,8,235.11,4,135.79,,,,,,
INV101068,CUST1981,6/11/2023,Sports,8,46.8,6.6,1,1,Email,UK,465.6,16.7,8,0,5,366.39,,,,,,
INV104345,CUST1570,6/11/2023,Electronics,7,77.15,0,,0,Referral,UK,227.5,4.05,9,171.62,2,544.1,,,,,,
INV101505,CUST1996,6/11/2023,Sports,9,61.84,46.3,5,1,Organic,France,348.1,10.75,10,0,1,309.62,,,,,,
INV106304,CUST1608,6/11/2023,Clothing,11,46.62,41.7,3,0,Ads,France,454.5,4.51,13,383.95,3,303.48,,,,,,
INV105697,CUST1224,6/11/2023,Sports,10,58.76,42.8,4,0,Ads,Canada,277.6,14.26,12,414.66,3,350.37,,,,,,
INV105187,CUST1665,6/11/2023,Beauty,8,22.61,0,,0,Email,USA,243.6,6.13,8,292.12,2,187.01,,,,,,
INV100442,CUST1873,6/11/2023,Electronics,9,133.39,32.5,3,0,Referral,USA,159.3,7.03,10,347.6,4,817.37,,,,,,
INV103997,CUST1979,6/11/2023,Electronics,9,162.34,42.2,5,0,Ads,France,,7.41,9,281.31,4,851.9,,,,,,
INV103086,CUST1889,6/11/2023,Electronics,8,91.41,0,,0,Referral,USA,326.2,14.51,8,217.99,3,745.79,,,,,,
INV108828,CUST1113,6/11/2023,Electronics,10,88.11,0,3,0,Referral,France,155.4,8.45,11,428.88,5,889.55,,,,,,
INV104690,CUST1604,6/11/2023,Clothing,7,32.24,0,3,0,Email,France,243.2,9.15,9,190.42,7,234.83,,,,,,
INV100060,CUST1826,6/11/2023,Beauty,5,20.69,33.2,5,0,Email,USA,30,17.04,6,374.44,3,86.14,,,,,,
INV103017,CUST1307,6/11/2023,Toys,5,17.7,0,4,1,Organic,UK,241.9,12.31,5,0,4,100.81,,,,,,
INV107868,CUST1418,6/11/2023,Home,5,40.24,0,5,1,Organic,UK,253.1,19.16,7,0,2,220.36,,,,,,
INV100511,CUST1291,6/11/2023,Home,6,47.7,8.2,2,1,Ads,Australia,269.9,1.17,8,0,2,263.9,,,,,,
INV100106,CUST1699,6/11/2023,Beauty,6,34.34,43.5,,0,Organic,UK,192.6,4.77,8,245.11,4,121.18,,,,,,
INV105035,CUST1832,6/11/2023,Electronics,9,173.89,36.8,,0,Referral,UK,476.4,10.64,9,282.56,3,999.73,,,,,,
INV106585,CUST1126,6/11/2023,Beauty,8,24.73,0,4,0,Organic,USA,360.4,14.32,9,237.69,4,212.16,,,,,,
INV100330,CUST1135,6/11/2023,Clothing,6,29.3,16.8,3,0,Referral,UK,224.5,11.63,8,214.62,3,157.9,,,,,,
INV106100,CUST1623,6/11/2023,Clothing,12,36.65,18.7,2,0,Organic,Germany,353.7,10.83,13,181.85,5,368.39,,,,,,
INV103247,CUST1051,6/11/2023,Beauty,6,17.97,0,,1,Ads,Germany,350.6,8.2,7,0,3,116.02,,,,,,
INV100657,CUST1836,6/11/2023,Electronics,11,139.89,54.8,,0,Organic,UK,348.7,12.82,12,380.39,3,708.35,,,,,,
INV109046,CUST1609,6/11/2023,Clothing,12,43.23,42.3,,0,Organic,UK,417.4,11.92,14,359.49,2,311.24,,,,,,
INV102162,CUST1614,6/11/2023,Home,4,49.84,0,2,1,Ads,Canada,233.7,6.33,6,0,4,205.69,,,,,,
INV104465,CUST1563,6/11/2023,Home,6,54.41,31.1,5,0,Referral,Canada,130.8,9.28,7,297.83,4,234.21,,,,,,
INV106060,CUST1469,6/12/2023,Clothing,7,24.65,25.6,2,0,Social,USA,161.7,6.43,8,213.58,3,134.81,,,,,,
INV106866,CUST1633,6/12/2023,Home,12,70.9,48.8,,0,Referral,USA,348.7,8.95,12,325.35,3,444.56,,,,,,
INV108136,CUST1187,6/12/2023,Electronics,11,143.64,50,3,0,Email,UK,,26.31,12,439.39,2,816.33,,,,,,
INV103092,CUST1311,6/12/2023,Clothing,8,28.31,20.9,4,0,Social,USA,286.7,11.49,11,221.28,1,190.64,,,,,,
INV107696,CUST1153,6/12/2023,Electronics,5,96.19,30.9,3,0,Social,USA,102.9,0,5,184.97,3,332.34,,,,,,
INV108314,CUST1762,6/12/2023,Home,8,44.4,0,4,0,Social,USA,265.9,10.8,9,373.47,4,366,,,,,,
INV100746,CUST1418,6/12/2023,Electronics,15,109.64,11.6,,0,Email,USA,671.2,4.4,21,366.47,4,1458.23,,,,,,
INV107664,CUST1919,6/12/2023,Sports,10,40.64,37.5,2,0,Email,Germany,362.3,11.07,10,297.68,1,265.07,,,,,,
INV102339,CUST1851,6/12/2023,Electronics,8,85.88,0,3,1,Social,USA,373.4,8.45,10,0,3,695.49,,,,,,
INV107538,CUST1879,6/12/2023,Toys,7,17.92,0,,0,Referral,USA,224.7,7.19,7,79.45,1,132.63,,,,,,
INV100734,CUST1338,6/12/2023,Beauty,7,39.19,25,3,1,Ads,UK,,10.17,8,0,2,215.92,,,,,,
INV101694,CUST1441,6/12/2023,Electronics,6,90.42,0,,0,Social,France,147.5,19.44,7,398.81,3,561.96,,,,,,
INV103262,CUST1137,6/12/2023,Clothing,12,45.08,23.5,,0,Referral,UK,417.7,14.79,12,344.75,1,428.62,,,,,,
INV103889,CUST1589,6/12/2023,Electronics,9,166.18,29.2,4,1,Referral,Australia,520,8.45,12,0,4,1067.35,,,,,,
INV102435,CUST1293,6/12/2023,Electronics,10,96.91,0,4,0,Email,UK,384.4,6.46,10,417.27,2,975.56,,,,,,
INV101460,CUST1833,6/12/2023,Clothing,5,32.89,39.5,4,0,Email,USA,214.6,7.93,5,123.12,3,107.42,,,,,,
INV108651,CUST1034,6/12/2023,Sports,9,50.65,35.9,2,0,Email,UK,289.1,0,10,295.43,4,292.2,,,,,,
INV105106,CUST1661,6/12/2023,Beauty,8,23.29,10.8,3,0,Ads,USA,,13.11,9,501.57,3,179.31,,,,,,
INV102689,CUST1382,6/12/2023,Clothing,9,27.63,0,3,0,Ads,USA,173.3,7.82,11,409.86,3,256.49,,,,,,
INV108610,CUST1804,6/13/2023,Clothing,10,65.79,52,4,0,Organic,UK,370.7,7.99,12,315.3,5,323.78,,,,,,
INV106492,CUST1382,6/13/2023,Toys,11,30.34,46.6,4,0,Ads,UK,335.4,6.57,11,530.72,3,184.79,,,,,,
INV107094,CUST1554,6/13/2023,Home,10,61.59,10.1,1,0,Email,USA,635.4,7.07,10,183.92,3,560.76,,,,,,
INV109273,CUST1887,6/13/2023,Home,6,52.4,22.3,,1,Social,USA,295.6,8.37,9,0,2,252.66,,,,,,
INV104232,CUST1920,6/13/2023,Toys,9,28.78,25.7,4,0,Referral,USA,407.6,10.61,10,270.48,3,203.06,,,,,,
INV106277,CUST1281,6/13/2023,Home,6,56.06,32.1,4,0,Email,USA,224.2,14.89,6,114.39,4,243.28,,,,,,
INV108055,CUST1179,6/13/2023,Clothing,8,42.74,31.6,5,0,Email,USA,193.5,10.21,8,292.79,4,244.08,,,,,,
INV105307,CUST1327,6/13/2023,Beauty,11,21.14,0,3,0,Email,USA,456.3,7.38,14,404.69,2,239.92,,,,,,
INV105250,CUST1729,6/13/2023,Electronics,8,73.72,0,4,0,Organic,Germany,335.4,17.52,10,208.17,3,607.28,,,,,,
INV109362,CUST1722,6/13/2023,Electronics,3,98.55,12.2,4,1,Social,Canada,199.3,10.25,3,0,4,269.83,,,,,,
INV109309,CUST1263,6/13/2023,Beauty,10,23.15,7.2,4,0,Email,USA,289.2,12.71,11,233.03,4,227.54,,,,,,
INV102466,CUST1461,6/13/2023,Sports,5,68.28,29.8,5,1,Email,USA,407.7,10.09,6,0,4,249.75,,,,,,
INV103679,CUST1120,6/13/2023,Clothing,7,30,6.7,,0,Email,France,311.5,4.23,7,167.38,3,200.16,,,,,,
INV102624,CUST1803,6/13/2023,Clothing,15,38.31,7.2,3,0,Organic,UK,624,8.23,16,425.36,3,541.51,,,,,,
INV107520,CUST1750,6/13/2023,Clothing,10,17.93,0,,0,Email,Germany,306.8,13.78,11,388.78,2,193.08,,,,,,
INV105828,CUST1805,6/13/2023,Toys,8,26.13,21.6,2,0,Organic,USA,277,3.39,10,352.9,5,167.28,,,,,,
INV107856,CUST1137,6/13/2023,Clothing,9,50.14,31.2,2,0,Email,France,364.1,10.32,12,338.3,5,320.79,,,,,,
INV109011,CUST1471,6/13/2023,Clothing,4,30.83,6.1,4,0,Ads,USA,156.6,8.98,6,246.78,1,124.78,,,,,,
INV101266,CUST1587,6/13/2023,Home,12,41.63,0,3,0,Email,UK,374.7,8.08,14,509.68,5,507.64,,,,,,
INV103410,CUST1744,6/13/2023,Home,8,49.19,0,4,1,Email,USA,429.6,17.55,11,0,4,411.07,,,,,,
INV101226,CUST1189,6/13/2023,Clothing,6,51.07,37.6,4,1,Ads,USA,327.7,11.51,7,0,3,202.72,,,,,,
INV101287,CUST1702,6/13/2023,Electronics,5,58.37,0,1,0,Ads,France,129.2,7.38,6,275.91,3,299.23,,,,,,
INV102578,CUST1552,6/13/2023,Electronics,12,91.12,8.3,5,0,Social,USA,384.9,17.27,12,349.29,1,1019.95,,,,,,
INV107334,CUST1055,6/14/2023,Home,6,34.67,8.4,3,0,Email,USA,203.6,14.48,7,214.33,2,205.03,,,,,,
INV109313,CUST1834,6/14/2023,Electronics,10,129.28,30.9,1,0,Referral,UK,357.8,17.54,11,297.85,3,910.86,,,,,,
INV102390,CUST1077,6/14/2023,Home,8,46.96,0,3,0,Referral,Canada,339.5,6.46,11,282.71,3,382.14,,,,,,
INV102123,CUST1976,6/14/2023,Electronics,9,77.53,0,4,0,Social,USA,243.5,7.65,10,277.28,4,705.42,,,,,,
INV101587,CUST1890,6/14/2023,Home,10,80.13,23.9,5,0,Email,UK,412.5,5.94,10,284.91,2,615.73,,,,,,
INV107207,CUST1074,6/14/2023,Toys,11,20.86,0,4,0,Email,USA,317.9,8.45,12,380.74,4,237.91,,,,,,
INV102629,CUST1376,6/14/2023,Clothing,8,31.45,15,,0,Referral,Germany,240.7,17.05,9,358.13,2,230.91,,,,,,
INV106496,CUST1329,6/14/2023,Home,5,25.84,0,,0,Email,USA,96.9,7.77,5,264,3,136.97,,,,,,
INV100293,CUST1687,6/14/2023,Clothing,11,33.73,13.3,5,0,Referral,Germany,367.2,4.61,12,422.25,1,326.29,,,,,,
INV107423,CUST1586,6/14/2023,Home,10,48.82,0,,0,Social,UK,379.6,1.38,12,378.35,2,489.58,,,,,,
INV102386,CUST1156,6/14/2023,Electronics,6,86.06,0,4,1,Organic,Germany,262,11.56,9,0,3,527.92,,,,,,
INV101840,CUST1302,6/14/2023,Clothing,7,28.93,0,2,0,Social,Germany,412.2,12.63,8,104.6,6,215.14,,,,,,
INV105551,CUST1472,6/14/2023,Beauty,8,26.66,0,5,1,Ads,Canada,475.7,5.43,8,0,4,218.71,,,,,,
INV103031,CUST1205,6/14/2023,Home,3,48.63,51.8,,0,Ads,Germany,30,8.92,3,250.95,1,79.24,,,,,,
INV106416,CUST1481,6/14/2023,Clothing,12,45.34,32.4,5,0,Referral,USA,,10.62,13,437.52,5,378.42,,,,,,
INV109148,CUST1331,6/14/2023,Electronics,9,58.93,0,,0,Referral,USA,163.9,17.78,11,460.82,2,548.15,,,,,,
INV105837,CUST1992,6/14/2023,Clothing,9,27.83,0,4,0,Email,Canada,322.2,7.49,9,189.26,5,257.96,,,,,,
INV104499,CUST1612,6/14/2023,Beauty,7,32.82,41.3,,0,Email,UK,222.4,2.68,8,198.38,3,137.54,,,,,,
INV102655,CUST1380,6/14/2023,Clothing,9,40.82,25,3,0,Email,USA,368.6,12.64,9,339.01,3,288.17,,,,,,
INV106655,CUST1972,6/14/2023,Clothing,6,31.69,8.8,4,0,Ads,Australia,286.6,11.5,8,126.89,2,184.91,,,,,,
INV104029,CUST1368,6/14/2023,Electronics,2,103.58,20.1,2,1,Email,USA,105.2,9.87,5,0,4,175.39,,,,,,
INV106617,CUST1803,6/14/2023,Clothing,8,47.69,47.6,3,0,Ads,USA,135.2,16.93,10,615.18,1,216.85,,,,,,
INV100955,CUST1819,6/15/2023,Clothing,10,31.89,0,4,0,Ads,UK,309,4.41,10,355.29,4,323.31,,,,,,
INV100566,CUST1789,6/15/2023,Home,40,144.88,35.1,4,1,Email,UK,445.2,2.89,9,0,1,3763.97,,,,,,
INV104654,CUST1818,6/15/2023,Beauty,7,37.07,48,3,1,Referral,Australia,412.3,5.24,7,0,3,140.17,,,,,,
INV106961,CUST1004,6/15/2023,Beauty,9,41.29,42.8,4,0,Referral,USA,,10.25,9,203.04,3,222.81,,,,,,
INV102419,CUST1646,6/15/2023,Beauty,5,19.49,0,,0,Organic,USA,137.2,4.44,6,233.05,1,101.89,,,,,,
INV100823,CUST1199,6/15/2023,Electronics,7,73.34,39.5,3,0,Referral,USA,197.5,11.7,8,391.02,2,322.29,,,,,,
INV101127,CUST1551,6/15/2023,Clothing,3,28.19,19.9,3,1,Social,France,204.3,9.17,3,0,1,76.91,,,,,,
INV103537,CUST1899,6/15/2023,Clothing,8,50.25,42.9,,0,Ads,USA,299.8,8.34,9,377.47,2,237.88,,,,,,
INV101057,CUST1167,6/15/2023,Sports,7,35.28,0,4,1,Referral,USA,369.5,9.86,9,0,4,256.82,,,,,,
INV103870,CUST1250,6/15/2023,Sports,7,35.35,0,,0,Organic,Germany,254.5,14.76,8,199.08,2,262.21,,,,,,
INV100893,CUST1496,6/15/2023,Clothing,6,34.17,0,5,1,Email,France,295,12.27,6,0,4,217.29,,,,,,
INV106391,CUST1934,6/15/2023,Clothing,6,23.49,0,,0,Ads,Canada,128.5,2.69,9,339.43,2,143.63,,,,,,
INV102974,CUST1753,6/15/2023,Home,7,91.43,45.8,4,1,Social,France,400.5,13.04,9,0,1,359.93,,,,,,
INV102652,CUST1656,6/15/2023,Electronics,9,106.87,16.7,5,0,Referral,France,,10.72,10,465.11,4,811.92,,,,,,
INV105198,CUST1059,6/15/2023,Electronics,10,103.46,6.2,,0,Social,UK,404.4,11.68,10,277,4,982.13,,,,,,
INV108600,CUST1008,6/15/2023,Electronics,6,75.58,0,,1,Ads,USA,289.5,9.02,6,0,1,462.5,,,,,,
INV100864,CUST1972,6/15/2023,Electronics,10,119.57,17.5,4,0,Ads,USA,305.6,10.8,11,433.81,3,997.25,,,,,,
INV109317,CUST1971,6/15/2023,Electronics,6,88.47,0,5,1,Email,Germany,381.7,18.57,7,0,2,549.39,,,,,,
INV104710,CUST1433,6/15/2023,Electronics,10,179.9,41.6,4,1,Organic,Germany,510.9,7.5,11,0,2,1058.12,,,,,,
INV105581,CUST1302,6/15/2023,Clothing,8,44.94,28.6,4,0,Ads,USA,412.6,8.96,9,215.37,4,265.66,,,,,,
INV104414,CUST1823,6/15/2023,Clothing,7,32.74,7.2,3,0,nan,France,300.6,6.42,7,0,2,219.1,,,,,,
INV100674,CUST1071,6/15/2023,Electronics,9,77.87,0,,0,Ads,USA,,17.73,9,357.32,1,718.56,,,,,,
INV105453,CUST1460,6/15/2023,Clothing,9,37.44,29.2,5,0,Email,Australia,156.4,9.06,11,474.47,1,247.63,,,,,,
INV103651,CUST1976,6/15/2023,Electronics,6,95.41,0,1,1,Social,USA,,15.38,7,0,2,587.84,,,,,,
INV101967,CUST1868,6/15/2023,Home,5,39.59,0,,1,Email,USA,172.1,6.03,5,0,2,203.98,,,,,,
INV101891,CUST1335,6/15/2023,Electronics,8,104.23,37.7,,0,Email,USA,,7.21,10,402.19,2,526.69,,,,,,
INV106291,CUST1638,6/15/2023,Clothing,7,65.22,53.7,5,1,Email,Germany,472.8,13.55,8,0,1,224.93,,,,,,
INV108191,CUST1937,6/15/2023,Clothing,8,41.32,48.2,4,0,Organic,USA,313.8,6.13,9,243.47,3,177.36,,,,,,
INV107425,CUST1403,6/15/2023,Sports,3,28.86,0,2,1,Ads,Germany,245.5,11.87,3,0,4,98.45,,,,,,
INV103240,CUST1468,6/16/2023,Home,6,47.85,0,4,0,Ads,USA,280.8,6.41,7,225.7,1,293.51,,,,,,
INV108571,CUST1186,6/16/2023,Sports,8,30.55,0,,0,Email,Germany,308,11.71,9,239.74,2,256.11,,,,,,
INV103582,CUST1897,6/16/2023,Clothing,10,29.95,13.3,3,0,Referral,USA,306.6,14.63,11,468.24,3,274.3,,,,,,
INV100138,CUST1216,6/16/2023,Clothing,10,33.21,34.4,4,0,Ads,Canada,285.4,13.98,11,468.84,3,231.84,,,,,,
INV105825,CUST1069,6/16/2023,Home,6,54.91,47.6,4,0,Email,France,197.7,7.81,7,173.59,2,180.45,,,,,,
INV102147,CUST1686,6/16/2023,Clothing,6,25.03,0,5,0,Organic,France,204,6.71,9,123.49,3,156.89,,,,,,
INV101491,CUST1778,6/16/2023,Home,11,40.55,0,,0,Email,USA,394.6,10.36,12,326.67,4,456.41,,,,,,
INV103186,CUST1326,6/16/2023,Home,8,45.03,6.1,4,1,Email,USA,415.7,5.03,8,0,3,343.3,,,,,,
INV107703,CUST1121,6/16/2023,Clothing,10,26.62,0,,0,Ads,UK,415.3,4.27,10,303.72,1,270.47,,,,,,
INV107474,CUST1498,6/16/2023,Electronics,13,153.62,35.6,3,0,Email,France,483.2,12.69,13,296.95,4,1298.8,,,,,,
INV100963,CUST1497,6/16/2023,Sports,8,55.93,48,5,0,Referral,Germany,195.7,1,8,354.23,4,233.67,,,,,,
